,Peak_Amplitude_[pA],group,cell_ID,extras_path
195059,-30.6539707183837,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195060,-79.1683273315429,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195061,-42.6770248413085,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195063,-23.8067226409912,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195064,-35.8599586486816,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195065,-17.2120780944824,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195066,-31.2534999847412,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195067,-17.3513927459716,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195068,-18.0828533172607,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195069,-19.5491218566894,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195070,-25.6659889221191,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195071,-37.9665260314941,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195072,-18.2150554656982,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195073,-23.0565757751464,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195074,-15.110234260559,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195075,-14.2418231964111,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195076,-19.6199474334716,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195077,-19.8575496673583,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195078,-14.7863693237304,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195079,-28.1089668273925,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195080,-18.4785118103027,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195081,-19.7211475372314,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195082,-18.6762676239013,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195083,-19.6301841735839,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195084,-17.4434814453125,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195085,-20.9372673034667,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195086,-14.6880512237548,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195088,-38.2839927673339,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195089,-20.0886821746826,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195090,-24.9380722045898,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195091,-25.1521854400634,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195092,-26.8690509796142,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195093,-20.4388103485107,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195094,-21.6713409423828,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195095,-16.4912548065185,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195097,-39.9952125549316,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195098,-21.8743457794189,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195099,-31.7799205780029,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195100,-22.2987022399902,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195101,-22.787052154541,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195102,-16.5227298736572,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195103,-24.5650253295898,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195104,-26.0727882385253,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195105,-19.9887886047363,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195106,-18.9379405975341,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195107,-15.5512552261352,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195110,-34.0584449768066,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195111,-27.7195358276367,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195112,-34.6888427734375,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195113,-16.6229648590087,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195114,-26.4120769500732,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195115,-15.8694982528686,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195116,-17.3281097412109,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195117,-23.573278427124,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195118,-17.0788555145263,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195119,-36.2972602844238,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195120,-22.2782840728759,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195121,-23.8602085113525,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195122,-28.6193580627441,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195123,-28.8010845184326,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195124,-19.9086360931396,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195125,-24.952335357666,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195126,-18.3802165985107,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195127,-30.5128955841064,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195128,-19.6680335998535,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195129,-30.8756637573242,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195130,-20.8984909057617,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195131,-17.8841800689697,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195132,-22.8406772613525,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195133,-20.3326892852783,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195134,-29.2174663543701,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195135,-15.8708086013793,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195136,-19.1782817840576,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195137,-23.2500019073486,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195138,-20.1376247406005,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195139,-21.2848167419433,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195140,-21.9697799682617,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195141,-19.1946201324462,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195142,-25.9842987060546,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195143,-25.8749885559082,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195144,-19.2029819488525,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195145,-25.9675197601318,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195146,-24.9137821197509,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195147,-19.4833068847656,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195148,-21.3126106262207,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195149,-31.1557502746582,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195150,-16.7789058685302,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195152,-27.4993495941162,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195153,-24.6061115264892,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195154,-21.0977096557617,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195156,-36.2676391601562,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195157,-21.000144958496,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195158,-15.3854522705078,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195159,-20.4573059082031,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195160,-21.7864112854003,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195161,-16.5892276763916,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195162,-16.9049072265625,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195163,-25.3156013488769,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195164,-21.7347393035888,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195165,-24.4864883422851,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195166,-68.7126846313476,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195167,-14.8832969665527,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195168,-22.4713172912597,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195169,-20.7846508026123,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195170,-16.6808147430419,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195171,-18.4858016967773,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195172,-30.8528690338134,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195173,-27.2153358459472,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195174,-14.6912775039672,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195175,-16.0651397705078,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195176,-24.4075717926025,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195177,-20.1195182800292,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195178,-47.0143089294433,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195179,-35.973217010498,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195180,-16.7580299377441,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195181,-20.4010696411132,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195182,-14.9304399490356,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195184,-16.24755859375,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195185,-16.44234085083,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195187,-31.6041507720947,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195188,-22.6331195831298,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195189,-38.7446784973144,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195190,-19.6580562591552,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195191,-29.2279529571533,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195192,-20.9362335205078,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195193,-30.3451538085937,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195194,-18.4196987152099,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195195,-20.8139476776123,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195196,-19.407335281372,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195197,-18.2205257415771,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195198,-17.9352550506591,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195199,-20.0927715301513,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195200,-21.9391765594482,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195201,-19.8519783020019,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195202,-29.2542533874511,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195203,-27.5757102966308,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195204,-20.7436733245849,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195205,-22.5036334991455,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195206,-27.4456424713134,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195207,-17.4084911346435,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195208,-23.988260269165,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195209,-34.8208770751953,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195210,-29.1933135986328,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195211,-21.3004302978515,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195212,-45.9664230346679,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195213,-33.4025840759277,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195214,-16.7328796386718,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195215,-37.0619468688964,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195216,-38.7379035949707,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195217,-18.5455284118652,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195218,-18.277395248413,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195220,-15.4181032180786,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
200000,-25.5240669250488,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200001,-51.7796325683593,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200002,-16.9553432464599,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200003,-25.4343700408935,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200004,-17.2200355529785,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200005,-15.871651649475,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200006,-20.1653404235839,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200007,-15.0555868148803,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200008,-15.0497131347656,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200009,-15.0298843383789,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200010,-15.8883733749389,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200011,-15.0721321105957,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200012,-21.0319843292236,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200013,-23.961254119873,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200014,-30.1236610412597,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200015,-23.2351322174072,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200016,-21.740379333496,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200017,-18.1240406036376,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200018,-15.9814472198486,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200019,-21.5592632293701,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200020,-23.7024993896484,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200021,-14.5686702728271,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200023,-30.9898872375488,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200024,-17.0169792175292,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200025,-22.6863422393798,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200026,-31.1107940673828,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200027,-35.7118377685546,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200028,-34.7052688598632,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200029,-17.8880767822265,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200030,-36.4944305419921,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200031,-17.8799152374267,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200032,-21.7903652191162,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200033,-22.735948562622,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200034,-17.0828990936279,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200035,-23.4837436676025,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200036,-14.6009368896484,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200037,-49.7466239929199,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200038,-15.257393836975,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200039,-66.3966979980468,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200040,-39.499168395996,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200041,-17.162160873413,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200042,-19.8452816009521,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200043,-26.1396923065185,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200044,-28.9037723541259,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200045,-19.7160453796386,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200046,-23.6677665710449,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200048,-22.252384185791,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200049,-27.6696681976318,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200050,-22.886661529541,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200051,-17.6618824005126,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200052,-15.9183769226074,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200054,-23.3420791625976,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200055,-30.2666587829589,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200056,-17.7467346191406,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200057,-17.3617229461669,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200058,-15.4263658523559,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200059,-16.5310554504394,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200060,-14.8613452911376,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200061,-20.3851280212402,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200062,-23.4322280883789,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200063,-14.7299137115478,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200066,-20.2832698822021,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200067,-15.1038455963134,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200069,-17.7243251800537,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200070,-22.3446807861328,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200071,-16.0178756713867,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200073,-18.5173759460449,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200074,-24.3862915039062,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200075,-23.0217380523681,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200076,-27.5900783538818,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200077,-15.9830408096313,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200078,-21.7748298645019,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200079,-39.118293762207,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200080,-19.6382465362548,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200081,-17.8737163543701,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200082,-23.8368911743164,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200083,-40.3864822387695,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200084,-27.1535816192626,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200085,-18.2252693176269,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200086,-15.4748697280883,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200087,-42.331916809082,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200088,-18.0935688018798,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200089,-23.6862487792968,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200090,-27.1102638244628,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200091,-20.8355636596679,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200092,-25.7112960815429,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200093,-17.1754646301269,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200094,-25.3609027862548,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200095,-18.068115234375,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200096,-34.4915199279785,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200097,-20.1964282989501,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200098,-16.1097431182861,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200099,-20.0655097961425,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200100,-21.3175144195556,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200101,-27.0249633789062,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200102,-36.7052764892578,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200103,-19.8424129486083,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200104,-26.7943534851074,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200105,-16.6529712677001,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200106,-17.8029232025146,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200107,-22.5548496246337,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200108,-16.7022228240966,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200109,-18.6844425201416,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200110,-14.6545391082763,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200111,-18.3957786560058,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200112,-15.6092176437377,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200114,-19.7019062042236,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200115,-16.1591968536376,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200116,-26.3590183258056,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200117,-17.562852859497,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200118,-28.0779495239257,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200119,-51.2453994750976,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200120,-37.0647392272949,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200121,-15.2895717620849,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200122,-27.5674629211425,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200123,-30.7560901641845,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200124,-21.2393817901611,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200125,-27.7911128997802,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200126,-21.4516372680664,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200127,-18.9351081848144,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200128,-17.6487789154052,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200129,-21.198766708374,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200130,-18.5993766784667,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200131,-23.7173233032226,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200132,-22.3156852722167,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200133,-44.0585136413574,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200134,-15.65168094635,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200135,-20.5824928283691,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200136,-15.7958049774169,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200137,-25.5803928375244,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200138,-15.4615640640258,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200139,-16.1004467010498,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200142,-17.4610614776611,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200143,-23.4220733642578,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200144,-19.3882465362548,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200145,-20.6667022705078,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200146,-30.5128326416015,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200147,-17.9748516082763,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200148,-21.014326095581,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200149,-18.3336811065673,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200150,-15.4932928085327,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200151,-35.2900619506835,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200152,-14.351466178894,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200153,-19.1456050872802,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
205000,-32.5807914733886,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205001,-21.955394744873,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205002,-26.2494449615478,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205003,-30.2305736541748,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205004,-15.9879388809204,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205005,-14.3928251266479,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205006,-12.9467134475708,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205007,-19.1827297210693,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205008,-15.382206916809,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205009,-30.8115005493164,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205010,-14.4798736572265,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205011,-23.3973007202148,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205012,-16.0152702331542,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205013,-23.3454914093017,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
